sample_id,phenotype
2afa268e-4111-45c8-852a-6433a307b891.rna_seq.augmented_star_gene_counts,Stage4
07533847-208b-41f3-949b-bc6c91a6c3f3.rna_seq.augmented_star_gene_counts,Stage4
85620245-0baf-4cd1-94df-a0a913acaeb9.rna_seq.augmented_star_gene_counts,Stage4
f54f90e8-52b2-46c8-a020-9d89260e677a.rna_seq.augmented_star_gene_counts,Stage4
861ee15f-1ee1-4842-997d-18855a595ce2.rna_seq.augmented_star_gene_counts,Stage4
e7362477-b124-4a5e-8595-dd1e895d579c.rna_seq.augmented_star_gene_counts,Stage4
63bcb8e7-c0a1-481a-92f9-80bc7d1c4871.rna_seq.augmented_star_gene_counts,Stage4
d1d934ef-2e6d-4d28-8418-9a0b5ef66c0c.rna_seq.augmented_star_gene_counts,Stage4
50674a44-61b7-4c77-8d42-25c932a5c409.rna_seq.augmented_star_gene_counts,Stage4
062ca800-51cd-4ad9-b701-673437972b05.rna_seq.augmented_star_gene_counts,Stage4
f422a5a4-0b88-4625-81a8-5ff5d6210474.rna_seq.augmented_star_gene_counts,Stage4
d6533c96-de5e-4eb9-8415-690f5365681f.rna_seq.augmented_star_gene_counts,Stage4
35c312a3-b0b7-4f73-82c6-0e110c1e8f44.rna_seq.augmented_star_gene_counts,Stage4
2713efe3-3140-4f5b-a807-865e0037a2a7.rna_seq.augmented_star_gene_counts,Stage4
6303629f-db86-4adc-8947-6181f2e1500b.rna_seq.augmented_star_gene_counts,Stage4
8c9688b2-7aaf-4041-94cb-1882149a2eaf.rna_seq.augmented_star_gene_counts,Stage4
7feca26c-f91c-4aa1-825a-2210161051a0.rna_seq.augmented_star_gene_counts,Stage4
a797f165-44ad-49d5-a75c-b4e1e3f6d67d.rna_seq.augmented_star_gene_counts,Stage4
db74d0b6-1bd8-4bfd-a8e9-40b96e883ac1.rna_seq.augmented_star_gene_counts,Stage4
2d42310d-fc2c-4c72-9873-757640c9ccea.rna_seq.augmented_star_gene_counts,Stage4
d077ac9a-e7f8-485c-a32b-824d59177f08.rna_seq.augmented_star_gene_counts,Stage4
3c58325b-7af1-4f96-9753-3774e9ce2134.rna_seq.augmented_star_gene_counts,Stage4
6d1ffd0c-ba13-463e-b5c4-20d2dab6294d.rna_seq.augmented_star_gene_counts,Stage4
d6c4f961-ddb5-4413-aff8-bd9cc3fcc049.rna_seq.augmented_star_gene_counts,Stage4
07c85a62-e81a-4eb8-b758-79113ad15012.rna_seq.augmented_star_gene_counts,Stage4
054bcc02-0463-4a2f-94a7-b268c15a47d4.rna_seq.augmented_star_gene_counts,Stage4
26f98e2e-6977-466e-93f8-d5e13953b7f5.rna_seq.augmented_star_gene_counts,Stage4
85de0d7a-0624-4cd6-a33f-146b11b1b306.rna_seq.augmented_star_gene_counts,Stage4
4296dd3e-d3a8-46b1-873f-f52d87e8fa71.rna_seq.augmented_star_gene_counts,Stage4
311df412-b424-4aef-8886-c217fd9397d8.rna_seq.augmented_star_gene_counts,Stage4
840e7696-0620-4eff-b89b-d51c4fa76eab.rna_seq.augmented_star_gene_counts,Stage4
940fdde3-3a55-4eff-9bbf-697393487837.rna_seq.augmented_star_gene_counts,Stage4
1fdd899b-5674-4d3c-a2c9-79769c38eb3b.rna_seq.augmented_star_gene_counts,Stage4
031d95f4-3689-41ee-adf7-097695d50ba5.rna_seq.augmented_star_gene_counts,Stage4
d6e206ad-dc02-414e-aa6c-67b9a8131373.rna_seq.augmented_star_gene_counts,Stage4
b90f706c-8515-4174-a250-9147edd0e5bb.rna_seq.augmented_star_gene_counts,Stage4
5d8d3faf-48b2-4e58-9735-4c4759dd225b.rna_seq.augmented_star_gene_counts,Stage4
a807144d-b47f-4947-a32e-7911ba746c46.rna_seq.augmented_star_gene_counts,Stage4
2ee16d44-339f-48a1-bd11-f80b3e58d4d2.rna_seq.augmented_star_gene_counts,Stage4
60ba9621-a7cb-4b84-b346-c54dc124c991.rna_seq.augmented_star_gene_counts,Stage4
c41ca9e4-0d67-47c8-8ac3-bb7faffe9d07.rna_seq.augmented_star_gene_counts,Stage4
38d812d1-9fe8-4a3f-8e6b-56291bf6d89b.rna_seq.augmented_star_gene_counts,Stage4
3ce69b87-c522-4d5c-9a2c-96dad83d50ea.rna_seq.augmented_star_gene_counts,Stage4
d5d7baec-3dd6-493a-98f5-e45e715859b7.rna_seq.augmented_star_gene_counts,Stage4
66526313-377c-444c-8952-687142d707fd.rna_seq.augmented_star_gene_counts,Stage4
c3257f7f-a4c7-46b4-9903-8eca3e09ac15.rna_seq.augmented_star_gene_counts,Stage4
01673f41-93fc-49bc-99bd-db22c68b5727.rna_seq.augmented_star_gene_counts,Stage4
08cc5314-89f0-4412-a4a4-dd6208f70930.rna_seq.augmented_star_gene_counts,Stage4
be6549b0-a0ed-4623-9af9-e678639021cf.rna_seq.augmented_star_gene_counts,Stage4
fa17239b-e5fb-4818-a4f7-f49d996d4a05.rna_seq.augmented_star_gene_counts,Stage4
59c8a669-447e-4918-87ab-878433d3f08b.rna_seq.augmented_star_gene_counts,Stage4
4d0dcf46-3239-4079-a378-36805f0b4407.rna_seq.augmented_star_gene_counts,Stage4
7865b4fe-d75d-4330-afc5-16b590495f5f.rna_seq.augmented_star_gene_counts,Stage4
10c57f41-e961-4a07-a457-2acb8695f100.rna_seq.augmented_star_gene_counts,Stage4
7e00b980-b4d8-4f61-860d-0ee62d96e1de.rna_seq.augmented_star_gene_counts,Stage4
5d42d6db-2471-4449-864f-a8d7705563e2.rna_seq.augmented_star_gene_counts,Stage4
14c323f9-cd35-4156-95ac-e76b8d68b414.rna_seq.augmented_star_gene_counts,Stage4
74fcf1b1-5a5d-4503-a5a2-2eba2c8fe96a.rna_seq.augmented_star_gene_counts,Stage4
fb07c4dc-76f8-4772-a9e0-f29afa67707e.rna_seq.augmented_star_gene_counts,Stage4
e1633fc2-ebd0-4e37-8215-57ebb726b368.rna_seq.augmented_star_gene_counts,Stage4
c51640e1-b1e3-409a-8d71-7495593e1e98.rna_seq.augmented_star_gene_counts,Stage4
46ce5212-60ec-4cce-935f-2d24bef60d95.rna_seq.augmented_star_gene_counts,Stage4
1c7b965f-31ea-4a7b-9843-7568be1e2cc5.rna_seq.augmented_star_gene_counts,Stage4
3d561a15-c268-43f3-8102-ae4bf052c4d7.rna_seq.augmented_star_gene_counts,Stage4
9ed06dfd-1482-4ef5-a5da-773502f282ab.rna_seq.augmented_star_gene_counts,Stage4
573b547b-160d-46fb-8589-393eed5f8d02.rna_seq.augmented_star_gene_counts,Stage4
976d7fd7-4ddc-45c3-b92f-a4f0d2d9afdc.rna_seq.augmented_star_gene_counts,Stage4
27b55138-e3e5-4427-a405-0213e6c406e5.rna_seq.augmented_star_gene_counts,Stage4
a8a49ac4-34a6-4d21-afb6-8893155d4592.rna_seq.augmented_star_gene_counts,Stage4
2250f9f4-c929-4665-875a-e94e068cf556.rna_seq.augmented_star_gene_counts,Stage4
4fbdd1f0-c83a-4634-bf6a-2dd37560f9f2.rna_seq.augmented_star_gene_counts,Stage4
aa39d1fe-f81d-43d1-8da7-caf8030f76e7.rna_seq.augmented_star_gene_counts,Stage4
ff89b167-8690-4103-b9ca-a9408ad07fde.rna_seq.augmented_star_gene_counts,Stage4
b6590233-22ad-43cc-aaad-703ae738d1a8.rna_seq.augmented_star_gene_counts,Stage4
0e8cd261-75bd-478c-9755-610097431d6b.rna_seq.augmented_star_gene_counts,Stage4
2ab00a6e-52b6-431b-ad8c-6ad20405043d.rna_seq.augmented_star_gene_counts,Stage3
e15a9105-47f3-4e2b-a9f4-697c311ec0a4.rna_seq.augmented_star_gene_counts,Stage3
a903b2e0-a595-45e4-9532-58d0ad4d55da.rna_seq.augmented_star_gene_counts,Stage3
6707b6bd-90d3-4dad-b062-18a9d90ad78c.rna_seq.augmented_star_gene_counts,Stage3
922e6313-d9f9-49d0-8941-5d046fbc0f1a.rna_seq.augmented_star_gene_counts,Stage3
c3d7bdb7-dc18-4d0f-b72d-b1a4e36dbbc6.rna_seq.augmented_star_gene_counts,Stage3
5be13bf9-4fa6-417c-b070-42fbd60c30e8.rna_seq.augmented_star_gene_counts,Stage3
04eb2ac9-b9ab-4852-8d06-0516c5221aa1.rna_seq.augmented_star_gene_counts,Stage3
6b1b3978-fae0-4864-9c1a-90e64384e381.rna_seq.augmented_star_gene_counts,Stage3
28a67b19-95a2-4ff7-ad92-1b47df7ea3ba.rna_seq.augmented_star_gene_counts,Stage3
4d7feeb8-25fb-424d-83ca-144102bb869f.rna_seq.augmented_star_gene_counts,Stage3
af2b65a7-e6b2-4bbd-8cb5-4d81fe4a8a4a.rna_seq.augmented_star_gene_counts,Stage3
653e93c4-f047-4a9d-b300-b09fc2ec86c4.rna_seq.augmented_star_gene_counts,Stage3
ce9fde25-d159-47df-9a48-d6ab0d392477.rna_seq.augmented_star_gene_counts,Stage3
52924618-4df5-449e-ad2c-691919683815.rna_seq.augmented_star_gene_counts,Stage3
dd33c934-b3de-4701-bf48-30da2ddcf133.rna_seq.augmented_star_gene_counts,Stage3
1c15d5d5-c021-41cf-b1fb-2f7e32279674.rna_seq.augmented_star_gene_counts,Stage3
eb102931-4d5d-469d-82bb-187c6e81d6fb.rna_seq.augmented_star_gene_counts,Stage3
cc54e56a-2d76-4d26-85c9-8577d79ac151.rna_seq.augmented_star_gene_counts,Stage3
2df3ce06-cf8f-477b-83e5-c5fdb8473d86.rna_seq.augmented_star_gene_counts,Stage3
dc11b37d-6a35-46d8-90cd-b78cb056a2c8.rna_seq.augmented_star_gene_counts,Stage3
7f9dfe15-f3b9-45d3-ade7-817b35c2d994.rna_seq.augmented_star_gene_counts,Stage3
67d3e1d0-3643-4964-a966-632eade7711b.rna_seq.augmented_star_gene_counts,Stage3
7938c256-104d-4d46-b833-6758275ee33d.rna_seq.augmented_star_gene_counts,Stage3
e470856d-7498-4944-b474-733af0611aaa.rna_seq.augmented_star_gene_counts,Stage3
f4be9bf5-56c9-46e3-afe3-f3de382e78b6.rna_seq.augmented_star_gene_counts,Stage3
5a08f79b-8c12-43d5-a3bb-bd5c9b6fbc5b.rna_seq.augmented_star_gene_counts,Stage3
872d96e0-9b3c-42a5-86db-185a01c17fba.rna_seq.augmented_star_gene_counts,Stage3
428066af-dc17-49ac-94d2-96ae7a765011.rna_seq.augmented_star_gene_counts,Stage3
4ed3839a-453e-43da-aa4a-4a1c25940fbe.rna_seq.augmented_star_gene_counts,Stage3
b1796ef8-72e2-41e9-88fe-43a86176f845.rna_seq.augmented_star_gene_counts,Stage3
e8d232dc-b092-464a-985f-8c7f2a9132d8.rna_seq.augmented_star_gene_counts,Stage3
4448681e-ab96-4ee1-b5ef-0cfb5921bb41.rna_seq.augmented_star_gene_counts,Stage3
ec718692-aabb-496c-8b3b-70bf0fe7c46e.rna_seq.augmented_star_gene_counts,Stage3
e9cc5454-3b9a-4e4e-a912-311973e15ed1.rna_seq.augmented_star_gene_counts,Stage3
4db0b656-4be8-4213-8a1e-5575422846c6.rna_seq.augmented_star_gene_counts,Stage3
aa339103-355c-4cdd-b4b0-2475dc96c59e.rna_seq.augmented_star_gene_counts,Stage3
1931e031-f7a9-4b2e-93e3-4db2788d2295.rna_seq.augmented_star_gene_counts,Stage3
041c0d94-40ee-45b9-b7d1-d75e417c7023.rna_seq.augmented_star_gene_counts,Stage3
8e470a30-68ca-4bf7-aeae-6d884c300c27.rna_seq.augmented_star_gene_counts,Stage3
99855834-3888-4ec4-8762-e3c002358d0f.rna_seq.augmented_star_gene_counts,Stage3
fd24b9d6-97bd-4c8f-92d2-0a6ddc8f2f86.rna_seq.augmented_star_gene_counts,Stage3
8e78d4b9-7fc2-41e1-9d56-d4435e062ca3.rna_seq.augmented_star_gene_counts,Stage3
487cfd48-53f7-4fc1-bb7b-23b5df06fcbe.rna_seq.augmented_star_gene_counts,Stage3
939207e7-b6be-4c9f-bf4f-540709c0abc9.rna_seq.augmented_star_gene_counts,Stage3
9b8a5aa8-6e50-43be-9e78-1babdf6b2d1d.rna_seq.augmented_star_gene_counts,Stage3
9d1c4e41-2ef6-4cac-98c0-e34dc8d01736.rna_seq.augmented_star_gene_counts,Stage3
f4e52c8b-5afd-4cc6-b846-2f3b407d8815.rna_seq.augmented_star_gene_counts,Stage3
bdeb18f5-576e-4879-8cd0-575c37f6fea6.rna_seq.augmented_star_gene_counts,Stage3
b32ef3a0-32ec-4e61-96e9-9340b6a36b86.rna_seq.augmented_star_gene_counts,Stage3
f17f0a52-19dd-4b1a-8335-33313cf960f5.rna_seq.augmented_star_gene_counts,Stage3
659d9be2-2d4e-4d05-a5f5-7f26a8d2d4e9.rna_seq.augmented_star_gene_counts,Stage3
934910be-b029-4990-86be-d73e637c19fa.rna_seq.augmented_star_gene_counts,Stage3
d7db4397-6519-425c-afae-29bd1b481205.rna_seq.augmented_star_gene_counts,Stage3
65b3085d-90a1-4bc0-bee7-d52ebb721be0.rna_seq.augmented_star_gene_counts,Stage3
a2fa11ea-71e4-45b8-81ce-4e1b75eac180.rna_seq.augmented_star_gene_counts,Stage3
6aec4fc0-1ef4-4fe6-84d6-87da7ba0858e.rna_seq.augmented_star_gene_counts,Stage3
84c189b8-d7ea-408c-83c0-2eab33fd22c3.rna_seq.augmented_star_gene_counts,Stage3
db625db5-d5f3-436a-96df-4c8f8dfb0647.rna_seq.augmented_star_gene_counts,Stage3
f28c44cf-ea7f-454c-ac44-a7d9dc82464c.rna_seq.augmented_star_gene_counts,Stage3
8f6f0f75-9f19-4016-ad7e-311bd1c01369.rna_seq.augmented_star_gene_counts,Stage3
50540567-2f02-41c1-b09d-7885c9c64e7f.rna_seq.augmented_star_gene_counts,Stage3
29e20159-988e-4e50-985b-b3628a9e45f4.rna_seq.augmented_star_gene_counts,Stage3
a932a1f0-5850-4593-928f-c916019adf91.rna_seq.augmented_star_gene_counts,Stage3
828e2949-0aba-4a2e-8cf1-98cdb7280b0c.rna_seq.augmented_star_gene_counts,Stage3
16a4979e-c57f-4341-8471-3dea2a358a96.rna_seq.augmented_star_gene_counts,Stage3
dc38f59b-9fce-4cac-9224-29b8a828fff6.rna_seq.augmented_star_gene_counts,Stage3
e4345398-dec9-492f-8108-83e336bb2e12.rna_seq.augmented_star_gene_counts,Stage3
e56aa61e-f074-4668-a05b-f290a9e1e7e9.rna_seq.augmented_star_gene_counts,Stage3
57facd12-8cc3-4913-9057-489ed1b78148.rna_seq.augmented_star_gene_counts,Stage3
a3997257-a29f-4d0e-bbf7-8d6eb6605916.rna_seq.augmented_star_gene_counts,Stage3
29696137-1855-4c07-9155-373a628462ae.rna_seq.augmented_star_gene_counts,Stage3
758da6a7-fa54-4254-921d-abca1f6cafcc.rna_seq.augmented_star_gene_counts,Stage3
a19bbc17-105f-4c21-b302-560f322e861e.rna_seq.augmented_star_gene_counts,Stage3
9b585d48-5e19-4605-b981-97ce3243a8f5.rna_seq.augmented_star_gene_counts,Stage3
e410b0de-1afd-4c69-a6f9-ed11e9c5f96c.rna_seq.augmented_star_gene_counts,Stage3
4c4bd838-9e0d-415e-94fa-2a51a21792ca.rna_seq.augmented_star_gene_counts,Stage3
d9bf7e07-0073-4fdc-952e-ab9160180871.rna_seq.augmented_star_gene_counts,Stage3
94c6aa8d-f524-4c0f-ac62-5343f5814db3.rna_seq.augmented_star_gene_counts,Stage3
7142c4ba-68f2-46ad-a8b4-a00d45646505.rna_seq.augmented_star_gene_counts,Stage3
4e60ec4b-d7bf-494e-a62e-fabe75645795.rna_seq.augmented_star_gene_counts,Stage3
1296f6cf-ced5-42ce-9aac-0d30eb630f1a.rna_seq.augmented_star_gene_counts,Stage3
84f66477-4bd2-46f3-a2b1-2d4acb406293.rna_seq.augmented_star_gene_counts,Stage3
335bea46-446e-4187-9078-751fb229913d.rna_seq.augmented_star_gene_counts,Stage3
2f1b2a64-ca2b-468c-80c9-76ca0d2dd087.rna_seq.augmented_star_gene_counts,Stage3
6816df96-8498-44ae-b6bb-c687f322b6e3.rna_seq.augmented_star_gene_counts,Stage3
ea86e4b0-d8a8-4aa6-bee3-457793513254.rna_seq.augmented_star_gene_counts,Stage3
e9b6c450-5b4d-45d8-aef1-3b0d2a9fc489.rna_seq.augmented_star_gene_counts,Stage3
20ef5a34-bfc8-4e7d-bcdf-3c08a54cd0cc.rna_seq.augmented_star_gene_counts,Stage3
2761f674-9dbe-435c-b91c-70f854eeebfd.rna_seq.augmented_star_gene_counts,Stage3
6abf9076-5207-46fc-beac-19afb838a0af.rna_seq.augmented_star_gene_counts,Stage3
e6c8e8c5-320d-48c7-bda7-0926977c1fb7.rna_seq.augmented_star_gene_counts,Stage3
a4908584-21e0-45f8-a1aa-3d39d65fe606.rna_seq.augmented_star_gene_counts,Stage3
48d923b8-8d7a-46ec-bc5c-85542cc73c2c.rna_seq.augmented_star_gene_counts,Stage3
f640aac0-d47e-4591-8b7c-a8d2f4d02c6d.rna_seq.augmented_star_gene_counts,Stage3
f9c435bb-4452-4c18-bc71-a9b8c583cb11.rna_seq.augmented_star_gene_counts,Stage3
09e827e7-9bb3-49ce-95ea-8ca9e1dfbc64.rna_seq.augmented_star_gene_counts,Stage3
e585ef21-8c60-48c3-a6cb-fa685d0c6a7d.rna_seq.augmented_star_gene_counts,Stage3
39b576cb-7c28-40d1-bf9a-bbdbab43d375.rna_seq.augmented_star_gene_counts,Stage3
9b8eb9a5-d0b6-4bb8-8b74-a155b6162e97.rna_seq.augmented_star_gene_counts,Stage3
935af8d4-1812-43ae-8b1b-3b70768ef097.rna_seq.augmented_star_gene_counts,Stage3
a7d9074b-3fcc-4563-ba1b-d2fea419a167.rna_seq.augmented_star_gene_counts,Stage3
778c044c-a40b-4dc3-a109-ec33a8ffef4d.rna_seq.augmented_star_gene_counts,Stage3
d1f2718d-c821-45b8-aabc-0e536c2d3fd3.rna_seq.augmented_star_gene_counts,Stage3
9c48aaa6-3d71-47aa-af9b-c5a0e89b0045.rna_seq.augmented_star_gene_counts,Stage3
9eac6179-51a9-49f4-885e-e1ca8ead4056.rna_seq.augmented_star_gene_counts,Stage3
6cd313d5-c56e-4e40-b300-589c41cf4145.rna_seq.augmented_star_gene_counts,Stage3
39225e78-befa-4b38-9946-3dd66559ca8e.rna_seq.augmented_star_gene_counts,Stage3
90a3f106-2d1f-4c1e-a03b-153b6bf50eed.rna_seq.augmented_star_gene_counts,Stage3
5982e29e-b818-42b1-87bc-bf55f9d943c1.rna_seq.augmented_star_gene_counts,Stage3
fccbe338-8ab3-4811-8ca2-79c1294261fd.rna_seq.augmented_star_gene_counts,Stage3
72aa6a1e-b0af-4cbd-8e3f-178e70fd76a5.rna_seq.augmented_star_gene_counts,Stage3
44d6fd71-0853-48e6-82c8-c4c1978278aa.rna_seq.augmented_star_gene_counts,Stage3
e940c4bb-bf66-4fcb-89c0-9b5f7616ab83.rna_seq.augmented_star_gene_counts,Stage3
bfd6e5fe-775e-4f51-952c-26b4016541f3.rna_seq.augmented_star_gene_counts,Stage3
8d8c2642-817a-4b7f-88bd-1a42b7e372a4.rna_seq.augmented_star_gene_counts,Stage3
05f9ee0a-56dd-4add-b515-df2d188a0d68.rna_seq.augmented_star_gene_counts,Stage3
badbd725-a1e1-4a62-8b70-9b321c52b7c2.rna_seq.augmented_star_gene_counts,Stage3
6693042e-6ee0-4f1b-9167-aa29701e679e.rna_seq.augmented_star_gene_counts,Stage3
d1e27cb7-5c45-4ac7-ba7b-900ed4abc2b4.rna_seq.augmented_star_gene_counts,Stage3
b522d61e-2faa-4edf-a5f6-8578811d3304.rna_seq.augmented_star_gene_counts,Stage3
8ae968b8-8b1f-433a-8d92-5ea3413bd4be.rna_seq.augmented_star_gene_counts,Stage3
596ac9ca-ef00-4244-aac4-88e36311a9e5.rna_seq.augmented_star_gene_counts,Stage3
48edc200-db1b-47f5-9c5a-1538d4e48913.rna_seq.augmented_star_gene_counts,Stage3
41e061eb-8cae-44fc-a6fa-8eac6961819b.rna_seq.augmented_star_gene_counts,Stage3
d24d7323-d75f-4f27-9290-b5d245f85623.rna_seq.augmented_star_gene_counts,Stage3
b8c39c47-e4ad-4ef1-b4d8-bf5825292890.rna_seq.augmented_star_gene_counts,Stage3
8ae22161-dc61-4454-86d9-60cc3fb0191e.rna_seq.augmented_star_gene_counts,Stage3
9505d819-991a-4885-9cda-93c6ac066b7c.rna_seq.augmented_star_gene_counts,Stage3
0e69512d-90ed-4ae7-8b53-3a5703eb0237.rna_seq.augmented_star_gene_counts,Stage3
552ce814-6af2-4043-81e5-71625d69f238.rna_seq.augmented_star_gene_counts,Stage3
0269349e-aab4-459d-8a8b-99534c01c90e.rna_seq.augmented_star_gene_counts,Stage3
